Notes,County,County Code,ICD Chapter,ICD Chapter Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,% of Total Deaths
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Extrahepatic bile duct - Malignant neoplasms,C24.0,36,9268856,0.3884,0.27203,0.53771,0.0000118
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Biliary tract, unspecified - Malignant neoplasms",C24.9,27,9268856,0.2913,0.19197,0.42382,0.0000088
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Pancreas, unspecified - Malignant neoplasms",C25.9,1284,9268856,13.85284,13.09512,14.61057,0.0004204
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Intestinal tract, part unspecified - Malignant neoplasms",C26.0,17,9268856,Unreliable,0.10684,0.29366,0.0000056
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,45,9268856,0.4855,0.35413,0.64963,0.0000147
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Larynx, unspecified - Malignant neoplasms",C32.9,103,9268856,1.11125,0.89664,1.32586,0.0000337
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,5593,9268856,60.34186,58.76042,61.9233,0.0018313
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,26,9268856,0.28051,0.18324,0.41101,0.0000085
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,254,9268856,2.74036,2.40335,3.07737,0.0000832
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Skin of scalp and neck - Malignant neoplasms,C44.4,47,9268856,0.50707,0.37258,0.6743,0.0000154
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,42,9268856,0.45313,0.32658,0.6125,0.0000138
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,52,9268856,0.56102,0.419,0.7357,0.000017
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Peritoneum, unspecified - Malignant neoplasms",C48.2,29,9268856,0.31288,0.20954,0.44934,0.0000095
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Connective and soft tissue of abdomen - Malignant neoplasms,C49.4,14,9268856,Unreliable,0.08258,0.25343,0.0000046
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,127,9268856,1.37018,1.13188,1.60848,0.0000416
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Breast, unspecified - Malignant neoplasms",C50.9,1384,9268856,14.93172,14.14504,15.7184,0.0004532
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Vulva, unspecified - Malignant neoplasms",C51.9,27,9268856,0.2913,0.19197,0.42382,0.0000088
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,104,9268856,1.12204,0.90639,1.33769,0.0000341
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Endometrium - Malignant neoplasms,C54.1,154,9268856,1.66148,1.39906,1.92389,0.0000504
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Malignant neoplasm of uterus, part unspecified",C55,108,9268856,1.16519,0.94544,1.38495,0.0000354
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Malignant neoplasm of ovary,C56,498,9268856,5.37283,4.90094,5.84473,0.0001631
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Fallopian tube - Malignant neoplasms,C57.0,12,9268856,Unreliable,0.0669,0.22615,0.0000039
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Female genital organ, unspecified - Malignant neoplasms",C57.9,12,9268856,Unreliable,0.0669,0.22615,0.0000039
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Malignant neoplasm of prostate,C61,882,9268856,9.51574,8.88773,10.14374,0.0002888
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Testis, unspecified - Malignant neoplasms",C62.9,11,9268856,Unreliable,0.05924,0.21235,0.0000036
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Malignant neoplasm of kidney, except renal pelvis",C64,389,9268856,4.19685,3.77978,4.61392,0.0001274
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Malignant neoplasm of ureter,C66,20,9268856,0.21578,0.1318,0.33325,0.0000065
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Bladder, unspecified - Malignant neoplasms",C67.9,520,9268856,5.61019,5.12798,6.09239,0.0001703
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Urethra - Malignant neoplasms,C68.0,11,9268856,Unreliable,0.05924,0.21235,0.0000036
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Brain, unspecified - Malignant neoplasms",C71.9,447,9268856,4.8226,4.37552,5.26968,0.0001464
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Malignant neoplasm of thyroid gland,C73,65,9268856,0.70127,0.54123,0.89383,0.0000213
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Adrenal gland, unspecified - Malignant neoplasms",C74.9,12,9268856,Unreliable,0.0669,0.22615,0.0000039
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Head, face and neck - Malignant neoplasms",C76.0,31,9268856,0.33445,0.22724,0.47473,0.0000102
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Abdomen - Malignant neoplasms,C76.2,21,9268856,0.22657,0.14025,0.34633,0.0000069
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Secondary malignant neoplasm of lung - Malignant neoplasms,C78.0,10,9268856,Unreliable,0.05174,0.19841,0.0000033
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,C78.6,13,9268856,Unreliable,0.07468,0.23984,0.0000043
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,74,9268856,0.79837,0.6269,1.00228,0.0000242
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,31,9268856,0.33445,0.22724,0.47473,0.0000102
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,11,9268856,Unreliable,0.05924,0.21235,0.0000036
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,133,9268856,1.43491,1.19104,1.67878,0.0000435
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Malignant neoplasm without specification of site,C80,1115,9268856,12.02953,11.32343,12.73563,0.0003651
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Hodgkin disease, unspecified",C81.9,40,9268856,0.43155,0.30831,0.58765,0.0000131
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,32,9268856,0.34524,0.23615,0.48738,0.0000105
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Non-Hodgkin lymphoma large cell (diffuse),C83.3,87,9268856,0.93863,0.7518,1.1578,0.0000285
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Burkitt tumor,C83.7,11,9268856,Unreliable,0.05924,0.21235,0.0000036
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Other and unspecified T-cell lymphomas - Malignant neoplasms,C84.5,39,9268856,0.42076,0.29921,0.5752,0.0000128
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,67,9268856,0.72285,0.5602,0.91799,0.0000219
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Non-Hodgkin lymphoma, unspecified type",C85.9,445,9268856,4.80102,4.35495,5.2471,0.0001457
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Waldenstr÷m macroglobulinemia,C88.0,14,9268856,Unreliable,0.08258,0.25343,0.0000046
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Multiple myeloma - Malignant neoplasms,C90.0,344,9268856,3.71135,3.31915,4.10355,0.0001126
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,34,9268856,0.36682,0.25403,0.51259,0.0000111
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,153,9268856,1.65069,1.38913,1.91225,0.0000501
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Acute myeloid leukaemia - Malignant neoplasms,C92.0,342,9268856,3.68978,3.29872,4.08084,0.000112
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,44,9268856,0.47471,0.34492,0.63727,0.0000144
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Other myeloid leukaemia - Malignant neoplasms,C92.7,26,9268856,0.28051,0.18324,0.41101,0.0000085
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,97,9268856,1.04652,0.84865,1.27666,0.0000318
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Leukaemia, unspecified - Malignant neoplasms",C95.9,66,9268856,0.71206,0.55071,0.90592,0.0000216
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Malignant neoplasms of independent (primary) multiple sites,C97,144,9268856,1.55359,1.29984,1.80734,0.0000471
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Meninges, unspecified - Benign neoplasms",D32.9,21,9268856,0.22657,0.14025,0.34633,0.0000069
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Liver, gallbladder and bile ducts - Uncertain neoplasms",D37.6,15,9268856,Unreliable,0.09058,0.26692,0.0000049
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Other digestive organs - Uncertain neoplasms,D37.7,11,9268856,Unreliable,0.05924,0.21235,0.0000036
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,16,9268856,Unreliable,0.09867,0.28033,0.0000052
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Brain, unspecified - Uncertain neoplasms",D43.2,108,9268856,1.16519,0.94544,1.38495,0.0000354
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Refractory anaemia, unspecified - Uncertain neoplasms",D46.4,14,9268856,Unreliable,0.08258,0.25343,0.0000046
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,169,9268856,1.82331,1.54841,2.09821,0.0000553
,"Onondaga County, NY",36067,Neoplasms,C00-D48,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,59,9268856,0.63654,0.48457,0.82109,0.0000193
,"Onondaga County, NY",36067,Neoplasms,C00-D48,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",D48.9,15,9268856,Unreliable,0.09058,0.26692,0.0000049
,"Onondaga County, NY",36067,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,"Aplastic anaemia, unspecified",D61.9,40,9268856,0.43155,0.30831,0.58765,0.0000131
,"Onondaga County, NY",36067,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,"Anaemia, unspecified",D64.9,58,9268856,0.62575,0.47516,0.80893,0.000019
,"Onondaga County, NY",36067,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Disseminated intravascular coagulation [defibrination syndrome],D65,16,9268856,Unreliable,0.09867,0.28033,0.0000052
,"Onondaga County, NY",36067,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,"Coagulation defect, unspecified",D68.9,32,9268856,0.34524,0.23615,0.48738,0.0000105
,"Onondaga County, NY",36067,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,"Thrombocytopenia, unspecified",D69.6,22,9268856,0.23735,0.14875,0.35936,0.0000072
,"Onondaga County, NY",36067,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,Agranulocytosis,D70,12,9268856,Unreliable,0.0669,0.22615,0.0000039
,"Onondaga County, NY",36067,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D50-D89,"Sarcoidosis, unspecified",D86.9,29,9268856,0.31288,0.20954,0.44934,0.0000095
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,"Hypothyroidism, unspecified",E03.9,36,9268856,0.3884,0.27203,0.53771,0.0000118
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,"Insulin-dependent diabetes mellitus, with ketoacidosis",E10.1,16,9268856,Unreliable,0.09867,0.28033,0.0000052
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,"Insulin-dependent diabetes mellitus, with renal complications",E10.2,13,9268856,Unreliable,0.07468,0.23984,0.0000043
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,"Insulin-dependent diabetes mellitus, with peripheral circulatory complications",E10.5,14,9268856,Unreliable,0.08258,0.25343,0.0000046
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,"Insulin-dependent diabetes mellitus, without complications",E10.9,87,9268856,0.93863,0.7518,1.1578,0.0000285
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,"Non-insulin-dependent diabetes mellitus, with renal complications",E11.2,91,9268856,0.98178,0.79047,1.20541,0.0000298
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",E11.5,32,9268856,0.34524,0.23615,0.48738,0.0000105
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,279,9268856,3.01008,2.65687,3.36329,0.0000914
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,"Unspecified diabetes mellitus, with coma",E14.0,13,9268856,Unreliable,0.07468,0.23984,0.0000043
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,"Unspecified diabetes mellitus, with ketoacidosis",E14.1,36,9268856,0.3884,0.27203,0.53771,0.0000118
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,"Unspecified diabetes mellitus, with renal complications",E14.2,153,9268856,1.65069,1.38913,1.91225,0.0000501
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,"Unspecified diabetes mellitus, with peripheral circulatory complications",E14.5,141,9268856,1.52122,1.27013,1.77232,0.0000462
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,"Unspecified diabetes mellitus, with multiple complications",E14.7,31,9268856,0.33445,0.22724,0.47473,0.0000102
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,"Unspecified diabetes mellitus, without complications",E14.9,1063,9268856,11.46851,10.77907,12.15795,0.0003481
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,Unspecified severe protein-energy malnutrition,E43,24,9268856,0.25893,0.1659,0.38527,0.0000079
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,Unspecified protein-energy malnutrition,E46,63,9268856,0.6797,0.5223,0.86962,0.0000206
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,Other obesity,E66.8,100,9268856,1.07888,0.86742,1.29034,0.0000327
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,"Obesity, unspecified",E66.9,42,9268856,0.45313,0.32658,0.6125,0.0000138
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,Pure hypercholesterolaemia,E78.0,62,9268856,0.66891,0.51284,0.8575,0.0000203
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,"Hyperlipidaemia, unspecified",E78.5,224,9268856,2.4167,2.10021,2.73318,0.0000733
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,Disorders of iron metabolism,E83.1,14,9268856,Unreliable,0.08258,0.25343,0.0000046
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,Disorders of calcium metabolism,E83.5,15,9268856,Unreliable,0.09058,0.26692,0.0000049
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,Organ-limited amyloidosis,E85.4,32,9268856,0.34524,0.23615,0.48738,0.0000105
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,"Amyloidosis, unspecified",E85.9,22,9268856,0.23735,0.14875,0.35936,0.0000072
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,Volume depletion,E86,226,9268856,2.43827,2.12038,2.75617,0.000074
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,Hyperosmolality and hypernatraemia,E87.0,18,9268856,Unreliable,0.11509,0.30692,0.0000059
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,Acidosis,E87.2,36,9268856,0.3884,0.27203,0.53771,0.0000118
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,Hyperkalaemia,E87.5,20,9268856,0.21578,0.1318,0.33325,0.0000065
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,"Disorders of plasma-protein metabolism, not elsewhere classified",E88.0,14,9268856,Unreliable,0.08258,0.25343,0.0000046
,"Onondaga County, NY",36067,"Endocrine, nutritional and metabolic diseases",E00-E88,"Metabolic disorder, unspecified",E88.9,20,9268856,0.21578,0.1318,0.33325,0.0000065
,"Onondaga County, NY",36067,Mental and behavioural disorders,F01-F99,Multi-infarct dementia,F01.1,20,9268856,0.21578,0.1318,0.33325,0.0000065
,"Onondaga County, NY",36067,Mental and behavioural disorders,F01-F99,"Vascular dementia, unspecified",F01.9,245,9268856,2.64326,2.31227,2.97425,0.0000802
,"Onondaga County, NY",36067,Mental and behavioural disorders,F01-F99,Unspecified dementia,F03,4240,9268856,45.74459,44.36765,47.12152,0.0013883
,"Onondaga County, NY",36067,Mental and behavioural disorders,F01-F99,"Delirium, unspecified",F05.9,12,9268856,Unreliable,0.0669,0.22615,0.0000039
,"Onondaga County, NY",36067,Mental and behavioural disorders,F01-F99,Unspecified mental disorder due to brain damage and dysfunction and to physical disease,F06.9,22,9268856,0.23735,0.14875,0.35936,0.0000072
,"Onondaga County, NY",36067,Mental and behavioural disorders,F01-F99,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,98,9268856,1.0573,0.85837,1.28852,0.0000321
,"Onondaga County, NY",36067,Mental and behavioural disorders,F01-F99,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",F10.2,114,9268856,1.22993,1.00415,1.4557,0.0000373
,"Onondaga County, NY",36067,Mental and behavioural disorders,F01-F99,"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder",F10.9,12,9268856,Unreliable,0.0669,0.22615,0.0000039
,"Onondaga County, NY",36067,Mental and behavioural disorders,F01-F99,"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder",F17.9,17,9268856,Unreliable,0.10684,0.29366,0.0000056
,"Onondaga County, NY",36067,Mental and behavioural disorders,F01-F99,"Schizophrenia, unspecified",F20.9,10,9268856,Unreliable,0.05174,0.19841,0.0000033
,"Onondaga County, NY",36067,Mental and behavioural disorders,F01-F99,"Depressive episode, unspecified",F32.9,17,9268856,Unreliable,0.10684,0.29366,0.0000056
,"Onondaga County, NY",36067,Mental and behavioural disorders,F01-F99,Unspecified mental retardation,F79,11,9268856,Unreliable,0.05924,0.21235,0.0000036
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,"Meningitis, unspecified",G03.9,12,9268856,Unreliable,0.0669,0.22615,0.0000039
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,Huntington disease,G10,32,9268856,0.34524,0.23615,0.48738,0.0000105
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,Motor neuron disease,G12.2,222,9268856,2.39512,2.08005,2.71019,0.0000727
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,Parkinson disease,G20,785,9268856,8.46922,7.87675,9.06169,0.000257
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,Alzheimer disease with late onset,G30.1,21,9268856,0.22657,0.14025,0.34633,0.0000069
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,"Alzheimer disease, unspecified",G30.9,1730,9268856,18.66466,17.78512,19.54419,0.0005664
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,Circumscribed brain atrophy,G31.0,12,9268856,Unreliable,0.0669,0.22615,0.0000039
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,"Senile degeneration of brain, not elsewhere classified",G31.1,10,9268856,Unreliable,0.05174,0.19841,0.0000033
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,Other specified degenerative diseases of nervous system,G31.8,40,9268856,0.43155,0.30831,0.58765,0.0000131
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,"Degenerative disease of nervous system, unspecified",G31.9,14,9268856,Unreliable,0.08258,0.25343,0.0000046
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,Multiple sclerosis,G35,141,9268856,1.52122,1.27013,1.77232,0.0000462
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,"Epilepsy, unspecified",G40.9,26,9268856,0.28051,0.18324,0.41101,0.0000085
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,"Status epilepticus, unspecified",G41.9,26,9268856,0.28051,0.18324,0.41101,0.0000085
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,Sleep apnoea,G47.3,33,9268856,0.35603,0.24507,0.5,0.0000108
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,Myasthenia gravis,G70.0,18,9268856,Unreliable,0.11509,0.30692,0.0000059
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,"Myoneural disorder, unspecified",G70.9,14,9268856,Unreliable,0.08258,0.25343,0.0000046
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,Muscular dystrophy,G71.0,30,9268856,0.32366,0.21838,0.46205,0.0000098
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,"Infantile cerebral palsy, unspecified",G80.9,34,9268856,0.36682,0.25403,0.51259,0.0000111
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,"Tetraplegia, unspecified",G82.5,13,9268856,Unreliable,0.07468,0.23984,0.0000043
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,Normal-pressure hydrocephalus,G91.2,11,9268856,Unreliable,0.05924,0.21235,0.0000036
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,"Hydrocephalus, unspecified",G91.9,12,9268856,Unreliable,0.0669,0.22615,0.0000039
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,"Anoxic brain damage, not elsewhere classified",G93.1,197,9268856,2.1254,1.8286,2.4222,0.0000645
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,"Encephalopathy, unspecified",G93.4,33,9268856,0.35603,0.24507,0.5,0.0000108
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,Compression of brain,G93.5,10,9268856,Unreliable,0.05174,0.19841,0.0000033
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,Other specified disorders of brain,G93.8,15,9268856,Unreliable,0.09058,0.26692,0.0000049
,"Onondaga County, NY",36067,Diseases of the nervous system,G00-G98,"Disorder of brain, unspecified",G93.9,10,9268856,Unreliable,0.05174,0.19841,0.0000033
,"Onondaga County, NY",36067,Diseases of the circulatory system,I00-I99,Mitral stenosis,I05.0,15,9268856,Unreliable,0.09058,0.26692,0.0000049
,"Onondaga County, NY",36067,Diseases of the circulatory system,I00-I99,"Mitral valve disease, unspecified",I05.9,52,9268856,0.56102,0.419,0.7357,0.000017
,"Onondaga County, NY",36067,Diseases of the circulatory system,I00-I99,Tricuspid insufficiency,I07.1,13,9268856,Unreliable,0.07468,0.23984,0.0000043
,"Onondaga County, NY",36067,Diseases of the circulatory system,I00-I99,Disorders of both mitral and aortic valves,I08.0,21,9268856,0.22657,0.14025,0.34633,0.0000069
,"Onondaga County, NY",36067,Diseases of the circulatory system,I00-I99,"Rheumatic heart disease, unspecified",I09.9,20,9268856,0.21578,0.1318,0.33325,0.0000065
,"Onondaga County, NY",36067,Diseases of the circulatory system,I00-I99,Essential (primary) hypertension,I10,592,9268856,6.38698,5.87247,6.90149,0.0001938
,"Onondaga County, NY",36067,Diseases of the circulatory system,I00-I99,Hypertensive heart disease with (congestive) heart failure,I11.0,257,9268856,2.77273,2.43373,3.11172,0.0000841
,"Onondaga County, NY",36067,Diseases of the circulatory system,I00-I99,Hypertensive heart disease without (congestive) heart failure,I11.9,573,9268856,6.18199,5.67581,6.68818,0.0001876
,"Onondaga County, NY",36067,Diseases of the circulatory system,I00-I99,Hypertensive renal disease with renal failure,I12.0,366,9268856,3.94871,3.54416,4.35326,0.0001198
,"Onondaga County, NY",36067,Diseases of the circulatory system,I00-I99,Hypertensive heart and renal disease with renal failure,I13.1,33,9268856,0.35603,0.24507,0.5,0.0000108
,"Onondaga County, NY",36067,Diseases of the circulatory system,I00-I99,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,58,9268856,0.62575,0.47516,0.80893,0.000019
,"Onondaga County, NY",36067,Diseases of the circulatory system,I00-I99,Acute subendocardial myocardial infarction,I21.4,46,9268856,0.49629,0.36335,0.66198,0.0000151
,"Onondaga County, NY",36067,Diseases of the circulatory system,I00-I99,"Acute myocardial infarction, unspecified",I21.9,4342,9268856,46.84505,45.45165,48.23844,0.0014217
,"Onondaga County, NY",36067,Diseases of the circulatory system,I00-I99,Other forms of acute ischaemic heart disease,I24.8,41,9268856,0.44234,0.31743,0.60008,0.0000134
,"Onondaga County, NY",36067,Diseases of the circulatory system,I00-I99,"Acute ischaemic heart disease, unspecified",I24.9,69,9268856,0.74443,0.57921,0.94212,0.0000226
,"Onondaga County, NY",36067,Diseases of the circulatory system,I00-I99,"Atherosclerotic cardiovascular disease, so described",I25.0,1586,9268856,17.11107,16.26893,17.9532,0.0005193
,"Onondaga County, NY",36067,Diseases of the circulatory system,I00-I99,Atherosclerotic heart disease,I25.1,5803,9268856,62.60751,60.99666,64.21836,0.0019001
,"Onondaga County, NY",36067,Diseases of the circulatory system,I00-I99,Ischaemic cardiomyopathy,I25.5,609,9268856,6.57039,6.04855,7.09223,0.0001994
,"Onondaga County, NY",36067,Diseases of the circulatory system,I00-I99,Other forms of chronic ischaemic heart disease,I25.8,26,9268856,0.28051,0.18324,0.41101,0.0000085
,"Onondaga County, NY",36067,Diseases of the circulatory system,I00-I99,"Chronic ischaemic heart disease, unspecified",I25.9,309,9268856,3.33374,2.96203,3.70546,0.0001012
,"Onondaga County, NY",36067,Diseases of the circulatory system,I00-I99,Pulmonary embolism without mention of acute cor pulmonale,I26.9,246,9268856,2.65405,2.32239,2.98571,0.0000805
,"Onondaga County, NY",36067,Diseases of the circulatory system,I00-I99,Primary pulmonary hypertension,I27.0,48,9268856,0.51786,0.38183,0.68661,0.0000157
